NAME|ADDL CO INFO|ADDRESS 1|ADDRESS 2|CITY|STATE|ZIP|LATITUDE|LONGITUDE
HOOK-SUPERX, L.L.C.|DBA: CVS/PHARMACY  # 06666|207 S. LEBANON ST.||LEBANON|IN|46052|40.046482|-86.46902
KAISER PERMANENTE CUMBERLAND||2525 CUMBERLAND PKWY SE|CUMBERLAND MED OFFICE PHARMACY|ATLANTA|GA|30339|33.866909|-84.477323
PURDUE UNIVERSITY PHARMACY||575 STADIUM MALL DR|HEINE PHARMACY BUILDING RM 118|WEST LAFAYETTE|IN|47907|40.42924|-86.914173
RENO-SPARKS TRIBAL HLTH CTR|IHS|1715 KUENZLI ST|PHARMACY DEPARTMENT|RENO|NV|89502|39.53005|-119.791321
HOOK-SUPERX, L.L.C.|DBA: CVS/PHARMACY  # 06871|20 INDUSTRIAL PARK DR.||FERDINAND|IN|47532|38.2318|-86.8739
RXXPRESS HEALTH MART PHARMACY||111 MILL ST||GROVE CITY|PA|16127|41.161388|-80.090049
THRIFT DRUG, INC.|RITE AID #10942|410 COOKE LANE||PITTSBURGH|PA|15234|40.369488|-80.033255
WALGREEN CO.|DBA: WALGREENS # 02800|8905 E 10TH ST||INDIANAPOLIS|IN|46219|39.781848|-86.010108
WALGREEN CO.|DBA: WALGREENS # 15032|1290 N STATE RD 135||GREENWOOD|IN|46142|39.63468|-86.158638
WALGREEN CO.|DBA: WALGREENS # 10124|1400 CASSOPOLIS ST||ELKHART|IN|46514|41.701365|-85.97168
PENNSYLVANIA CVS PHARMACY, L.L.C.|DBA: CVS/PHARMACY  # 01919|815 N. FRONT ST.||PHILIPSBURG|PA|16866|40.902534|-78.229303
THE HEALTH & HOSPITAL CORPORATION OF MARION COUNTY|D/B/A ESKENAZI HEALTH PHARMACY GRASSY CREEK|9443 E 38TH ST||INDIANAPOLIS|IN|46235|39.824904|-86.001296
GEORGIA CVS PHARMACY, L.L.C.|DBA: CVS/PHARMACY  # 04729|6370 POWERS FERRY RD.||ATLANTA|GA|30339|33.904786|-84.430528
HOOK-SUPERX, L.L.C.|DBA: CVS/PHARMACY  # 07653|5120 WESTON ROAD||EVANSVILLE|IN|47712|37.977061|-87.637542
BRICK STREET PHARMACY||314 W RUSK ST||TYLER|TX|75701|32.340422|-95.303441
OHIO CVS STORES, L.L.C.|DBA: CVS/PHARMACY  # 02964|6632 S. STATE ROUTE 48||MAINEVILLE|OH|45039|39.338531|-84.219224
WARM SPRINGS ROAD CVS, L.L.C.|DBA: CVS/PHARMACY  # 05286|21 W. HORIZON RIDGE PARKWAY||HENDERSON|NV|89012|36.011149|-114.992834
RITE AID OF PENNSYLVANIA, LLC|RITE AID #4676|407 CENTRAL AVENUE||JOHNSTOWN|PA|15902|40.300133|-78.91119
WAL-MART PHARMACY 10-5781||8431 S STEWART AVE||CHICAGO|IL|60620|41.740985|-87.633918
GEORGIA CVS PHARMACY, L.L.C.|DBA: CVS/PHARMACY  # 02965|1380 WOODSTOCK RD||ROSWELL|GA|30075|34.061432|-84.400561
MEIJER PHARMACY #223||6550 HARRISON ROAD||CINCINNATI|OH|45247|39.193725|-84.659791
BARTELL DRUGS #06909||100 NO 85TH ST||SEATTLE|WA|98103|47.690747|-122.357773
UC - MEDICAL CENTER - HOXWORTH PHARMACY||3130 HIGHLAND AVE, RM G200||CINCINNATI|OH|45219|39.136172|-84.502253
WALGREEN CO.|DBA: WALGREENS # 06455|115 FIELDS STREET||MOORESVILLE|IN|46158|39.61625|-86.35659
WALGREEN CO.|DBA: WALGREENS # 06632|3204 PEACH ORCHARD ROAD||AUGUSTA|GA|30906|33.408243|-82.02687
BARTELL DRUGS #06908||9600 15TH S.W||SEATTLE|WA|98106|47.517173|-122.353813
PENNSYLVANIA CVS PHARMACY, L.L.C.|DBA: CVS/PHARMACY  # 01301|45 CONSTITUTION BLVD|VILLAGE SQUARE S/C|KUTZTOWN|PA|19530|40.517316|-75.774497
ELMA PHARMACY|ELMA PHARMACY|221 WEST MAIN STREET|PO BOX 577|ELMA|WA|98541|47.0306|-123.4
BARTELL DRUGS #06925||11020 19TH AVE SE||EVERETT|WA|98208|47.897783|-122.20705
BARTELL DRUGS #06918||14442 124TH AVENUE NE||KIRKLAND|WA|98034|47.732196|-122.175385
CHOCTAW NATION HLTH CARE CTR||ONE CHOCTAW WAY||TALIHINA|OK|74571|34.76602|-95.092714
BARTELL DRUGS #06916||4706 42ND AVE SW||SEATTLE|WA|98116|47.560135|-122.38528
PENNSYLVANIA CVS PHARMACY, L.L.C.|DBA: CVS/PHARMACY  # 00460|101 CHESTER AVENUE||YEADON|PA|19050|39.92308|-75.256013
QUINCY VALLEY HOSPITAL||908 10TH AVE SW||QUINCY|WA|98848|47.231003|-119.868082
MARSHFIELD CLINIC PHARMACY||906 COLLEGE AVE W||LADYSMITH|WI|54848|45.455266|-91.11042
KAISER FOUNDATION HEALTH PLAN OF WASHINGTON|KAISER PERMANENTE RAINIER PHARMACY|5316 RAINIER AVE S||SEATTLE|WA|98118|47.554028|-122.279715
INCHELIUM HEALTH CENTER|IHS|39 SHORT CUT RD||INCHELIUM|WA|99138|48.298951|-118.204681
USPHS INDIAN HEALTH SERVICE|DBA: CLINTON INDIAN HEALTH CTR (PHARMACY)|10321 N 2274 RD||CLINTON|OK|73601|35.517035|-98.933642
LEWIS COUNTY HOSPITAL|ARBOR HEALTH|521 ADAMS AVE||MORTON|WA|98356|46.555813|-122.280141
RIPON MEDICAL CENTER||845 PARKSIDE ST||RIPON|WI|54971|43.834332|-88.817624
KAISER FOUNDATION HEALTH PLAN OF WASHINGTON||275 BRONSON WAY NE|KAISER PERMANENTE RENTON PHARMACY|RENTON|WA|98056|47.48684|-122.192343
HI-SCHOOL PHARMACY INC|HI-SCHOOL PHARMACY #3500|291 E JEWETT BLVD|PO BOX 1609|WHITE SALMON|WA|98672|45.726889|-121.484065
PENNSYLVANIA CVS PHARMACY, L.L.C.|DBA: CVS/PHARMACY  # 01588|1096 WYOMING AVE|MIDWAY S/C|WYOMING|PA|18644|41.299683|-75.857627
RITE AID OF PENNSYLVANIA, LLC|RITE AID #1355|504 MARION LN||BRODHEADSVILLE|PA|18322|40.924282|-75.39925
PENNSYLVANIA CVS PHARMACY, L.L.C.|DBA: CVS/PHARMACY  # 01597|101 NORTH STATE STREET||CLARKS SUMMIT|PA|18411|41.495658|-75.705375
PENNSYLVANIA CVS PHARMACY, L.L.C.|DBA: CVS/PHARMACY #01677|33 EAST MARKET ST||LEWISTOWN|PA|17044|40.597999|-77.573975
PENNSYLVANIA CVS PHARMACY, L.L.C.|DBA: CVS/PHARMACY  # 01616|960 WYOMING AVE.||EXETER|PA|18643|41.324764|-75.810681
ST. LUKE'S HOSPITAL - LEHIGHTON CAMPUS||211 N 12TH ST|PHARMACY DEPT|LEHIGHTON|PA|18235|40.833206|-75.72607
TWIN HARBOR DRUG||733 N MONTESANO ST|BOX 385|WESTPORT|WA|98595|46.892708|-124.104466
KAISER FOUNDATION HEALTH PLAN|INC|KFHP B PHARMACY #722|7300 N FRESNO ST FLR 1 CYPRESS|FRESNO|CA|93720|36.842916|-119.78124
BAD RIVER CLINIC PHARMACY||53585 NOKOMIS RD||ASHLAND|WI|54806|46.593864|-90.645269
SAFEWAY INC|SAFEWAY PHARMACY #0462|205 NORTH 5TH AVENUE||YAKIMA|WA|98902|46.603088|-120.516874
SAFEWAY INC|SAFEWAY PHARMACY #3265|106 W. MANSON HWY||CHELAN|WA|98816|47.8412|-120.019562
WALGREEN CO.|DBA: WALGREENS # 03037|11332 EAST 31ST||TULSA|OK|74146|36.118788|-95.85026
THEDACARE MEDICAL CENTER - WAUPACA|ALSO DBA THEDACARE APOTHECARY - WAUPACA|800 RIVERSIDE DR||WAUPACA|WI|54981|44.34546|-89.076467
WEIS PHARMACY #35||224 NORTH LOGAN BLVD||BURNHAM|PA|17009|40.631435|-77.569794
BARTELL DRUGS #06938||2222 32ND AVENUE WEST||SEATTLE|WA|98199|47.63848|-122.398078
SAFEWAY INC|SAFEWAY PHARMACY #0537|19651 STATE ROUTE 2||MONROE|WA|98272|47.859872|-121.967194
ROLLING PLAINS MEMORIAL HOSP|PHARMACY|200 E ARIZONA AVE||SWEETWATER|TX|79556|32.453003|-100.397749
SAFEWAY INC|SAFEWAY PHARMACY #1472|315 EAST COLLEGE WAY||MT VERNON|WA|98273|48.435992|-122.336623
SAFEWAY INC|SAFEWAY PHARMACY #2640|13308 MERIDIAN E||PUYALLUP|WA|98373|47.135303|-122.294491
BARTELL DRUGS #06924||6401 12TH AVE NE||SEATTLE|WA|98115|47.675128|-122.315864
PENNSYLVANIA CVS PHARMACY, L.L.C.|DBA: CVS/PHARMACY  # 01606|37 MAHONING ST.,||MILTON|PA|17847|41.015976|-76.855852
TEXAS HEALTH PRESCRIPTION SHOP||8200 WALNUT HILL LANE||DALLAS|TX|75231|32.882965|-96.763698
USAF ALTUSAFB HOSPITAL|FM4419/MED LOGISTICS|301 N 1ST ST BLDG 51||ALTUS|OK|73523|34.657007|-99.288199
THEDACARE MEDICAL CENTER - SHAWANO PHARMACY|ALSO DBA THEDACARE APOTHECARY - SHAWANO|100 COUNTY ROAD B||SHAWANO|WI|54166|44.760659|-88.606616
SAFEWAY INC|SAFEWAY PHARMACY #0538|442 W SIMS WAY||PORT TOWNSEND|WA|98368|48.107546|-122.782089
BARTELL DRUGS #06943||14277 PACIFIC HIGHWAY SOUTH||TUKWILA|WA|98168|47.475579|-122.284011
BESTYET HEALTHMART PHARMACY||19671 NE 23RD||HARRAH|OK|73045|35.493207|-97.182276
VIRGINIA MASON SO CLINIC PHCY||33501 1ST WAY S||FEDERAL WAY|WA|98003|47.300346|-122.330648
WRAY'S INC||5605 W SUMMITVIEW AVE||YAKIMA|WA|98908|46.60013|-120.58344
UNIV OF WA MED CENTER||4245 ROOSEVELT WAY NE|PO BOX 356015|SEATTLE|WA|98105|47.658829|-122.318309
WALGREEN CO.|DBA: WALGREENS # 03645|101 NORTH MIDWEST BLVD.||MIDWEST CITY|OK|73110|35.464787|-97.388713
WALGREEN CO.|DBA: WALGREENS # 04066|1099 GARTH BROOKS BLVD.||YUKON|OK|73099|35.494084|-97.760012
ALBERTSONS LLC|SAVON PHARMACY # 4187|1500 SOUTH BELTLINE ROAD||MESQUITE|TX|75149|32.746307|-96.596577
MEDICAL PARTNERS OF DAVIS|UC DAVIS CLINIC PHARMACY IN DAVIS|CLINIC PHARMACY|2660 W. COVELL BLVD|DAVIS|CA|95616|38.560507|-121.782299
GUNDERSEN PHARMACY||3111 GUNDERSEN DR||ONALASKA|WI|54650|43.874327|-91.185064
THRIFTY PAYLESS, INC.|RITE AID #5998|6455 PACIFIC AVENUE||STOCKTON|CA|95207|38.008751|-121.31996
THRIFTY PAYLESS, INC.|RITE AID #5999|230 SOUTH MAIN STREET|PO BOX 850|ANGELS CAMP|CA|95222|38.079857|-120.555396
SAFEWAY INC|SAFEWAY PHARMACY #2778|12110 INDUSTRY BLVD.||JACKSON|CA|95642|38.369709|-120.800258
WALGREEN CO.|DBA: WALGREENS # 04898|6330 35TH AVE. SW||SEATTLE|WA|98126|47.545246|-122.376274
WAL-MART PHARMACY 10-0217||801 WEST MAIN||LEWISVILLE|TX|75067|33.045667|-97.012592
WAL-MART PHARMACY 10-0426||4691 STATE HIGHWAY 121||THE COLONY|TX|75056|33.065322|-96.891585
WAL-MART PHARMACY 10-2532||2785 MILWAUKEE ROAD||BELOIT|WI|53511|42.524106|-88.984721
WAL-MART PHARMACY 10-0260||1200 N. HIGHWAY 77||WAXAHACHIE|TX|75165|32.416716|-96.840791
SAFEWAY INC|SAFEWAY PHARMACY #1464|3215 HARRISON AVE NW||OLYMPIA|WA|98502|47.046976|-122.942584
WISCONSIN CVS PHARMACY, L.L.C.|DBA: CVS/PHARMACY  # 08770|8661 N PORT WASHINGTON||FOX POINT|WI|53217|43.173295|-87.912736
EVERGREEN PROFESSIONAL CENTER|PHARMACY|12303 NE 130TH LN STE 210||KIRKLAND|WA|98034|47.716586|-122.176903
RANDALLS FOOD AND DRUGS LP|TOM THUMB PHARMACY #2570|5968 WEST PARKER||PLANO|TX|75093|33.045007|-96.828292
RANDALLS FOOD AND DRUGS LP|TOM THUMB PHARMACY #3560|8698 SKILLMAN||DALLAS|TX|75243|32.895992|-96.72229
RANDALLS FOOD AND DRUGS LP|TOM THUMB PHARMACY #2990|7117 INWOOD||DALLAS|TX|75209|32.844395|-96.821624
WALGREEN CO.|DBA: WALGREENS # 03604|5409 15TH AVENUE NW||SEATTLE|WA|98107|47.66806|-122.376485
WAL-MART PHARMACY 10-1117||6001 N. CENTRAL EXPRESSWAY||PLANO|TX|75023|33.055665|-96.695483
WAL-MART PHARMACY 10-0147||401 NORTH U.S. HWY 75||DENISON|TX|75020|33.754562|-96.58608
WAHLUKE PHARMACY||601 GOVERNMENT WAY||MATTAWA|WA|99349||
MARSHFIELD CLINIC PHARMACY||630 S CENTRAL AVE||MARSHFIELD|WI|54449|44.661959|-90.177668
THRIFTY PAYLESS, INC.|RITE AID #6289|4593 NORTH CEDAR AVENUE||FRESNO|CA|93726|36.801085|-119.754472
CVS PHARMACY, INC.|DBA: CVS/PHARMACY  # 07288|11661 PRESTON RD. STE 218||DALLAS|TX|75230|32.907748|-96.804407
THRIFTY PAYLESS, INC.|RITE AID #6080|1309 FULTON AVENUE||SACRAMENTO|CA|95825|38.589207|-121.401739
WALGREEN CO.|DBA: WALGREENS # 06863|335 W APPLEWAY AVE||COEUR D ALENE|ID|83814|47.700877|-116.789581
THRIFTY PAYLESS, INC.|RITE AID #5228|655 NW RICHMOND BEACH ROAD||SHORELINE|WA|98177|47.764974|-122.36581
THRIFTY PAYLESS, INC.|RITE AID #5234|1517 COMMERCIAL AVE.||ANACORTES|WA|98221|48.509925|-122.612407
THRIFTY PAYLESS, INC.|RITE AID #5266|2860 NW BUCKLIN HILL ROAD||SILVERDALE|WA|98383|47.650709|-122.688703
THRIFTY PAYLESS, INC.|RITE AID #5247|31645 STATE ROUTE 20||OAK HARBOR|WA|98277|48.290812|-122.65806
THRIFTY PAYLESS, INC.|RITE AID #5261|19475 7TH AVENUE, NE||POULSBO|WA|98370|47.738606|-122.640855
THRIFTY PAYLESS, INC.|RITE AID #5275|3840 BRIDGEPORT WAY WEST||UNIVERSITY PLACE|WA|98466|47.2223|-122.537362
THRIFTY PAYLESS, INC.|RITE AID #5297|2519 MAIN STREET||UNION GAP|WA|98903|46.565785|-120.482274
PENNSYLVANIA CVS PHARMACY, L.L.C.|DBA: CVS/PHARMACY  # 02880|901 BRISTOL PIKE||CROYDON|PA|19021|40.094266|-74.905315
KAISER PERMANENTE||KFHP SAC-FAIR OAKS PHARM|2345 FAIR OAKS BLVD|SACRAMENTO|CA|95825|38.57543|-121.407728
FRED MEYER STORES INC.|QFC PHARMACY #816|600 NW RICHMOND BEACH ROAD||SHORELINE|WA|98177|47.76573|-122.365094
RANDALLS FOOD AND DRUGS LP|TOM THUMB PHARMACY #3652|745 CROSS TIMBERS||FLOWER MOUND|TX|75028|33.042106|-97.037633
RANDALLS FOOD AND DRUGS LP|TOM THUMB PHARMACY #2643|14280 MARSH LANE||ADDISON|TX|75001|32.938644|-96.855574
PENNSYLVANIA CVS PHARMACY, L.L.C.|DBA: CVS/PHARMACY  # 03252|613 FAYETTE ST.||CONSHOHOCKEN|PA|19428||
WAL-MART PHARMACY 10-5247||1228 NORTH HIGHWAY 377||ROANOKE|TX|76262|33.013319|-97.220177
DELAWARE CVS PHARMACY, L.L.C.|DBA: CVS/PHARMACY  # 03738|19869 SEA BLOSSOM BLVD.||REHOBOTH BEACH|DE|19971|38.715855|-75.106964
SAFEWAY INC|SAFEWAY PHARMACY #1799|3919 N MARKET ST||SPOKANE|WA|99207|47.694232|-117.366739
WALGREEN CO.|DBA: WALGREENS # 06501|2601 S GEORGIA STREET||AMARILLO|TX|79109|35.185406|-101.866031
WALGREEN CO.|DBA: WALGREENS # 05102|700 W COLLEGE AVE||APPLETON|WI|54914|44.261946|-88.415923
SAFEWAY INC|SAFEWAY PHARMACY #1968|3051 COUNTRYSIDE DR.||TURLOCK|CA|95380|37.520867|-120.881501
PENNSYLVANIA CVS PHARMACY, L.L.C.|DBA: CVS/PHARMACY  # 05462|1991 SPROUL RD.||BROOMALL|PA|19008|39.961133|-75.35605
PENNSYLVANIA CVS PHARMACY, L.L.C.|DBA: CVS/PHARMACY  # 02481|312 SOUTH HENDERSON RD||KING OF PRUSSIA|PA|19406|40.090788|-75.359817
THRIFTY PAYLESS, INC.|RITE AID #6452|5655 3RD AVE|PO BOX 2568|FERNDALE|WA|98248|48.846906|-122.593332
WALGREEN CO.|DBA: WALGREENS # 04672|2205 N CALHOUN RD||BROOKFIELD|WI|53005|43.059352|-88.126435
HY-VEE PHARMACY (#1039)||790 22ND AVE SOUTH||BROOKINGS|SD|57006|44.296584|-96.768461
WAL-MART PHARMACY 10-3217||1860 EAST MAIN STREET||OTHELLO|WA|99344|46.826095|-119.156465
SAFEWAY INC|SAFEWAY PHARMACY #1890|1080 PLEASANT GROVE BLVD||ROSEVILLE|CA|95678|38.776408|-121.291077
NAY TAH WAUSH CLINIC||238 CHURCH ST|P.O. BOX 39|NAYTAHWAUSH|MN|56566|47.262418|-95.62968
PUBLIX SUPER MARKETS,|PUBLIX PHARMACY #1094|1415 EAST SUNRISE BOULEVARD||FORT LAUDERDALE|FL|33304|26.138208|-80.129234
RITE AID OF NEW YORK, INC.|RITE AID #7760|2170 FREDERICK DOUGLASS BLVD||NEW YORK|NY|10026|40.805222|-73.954575
SAFEWAY INC|SAFEWAY PHARMACY #1746|10635 FOLSOM BLVD||RANCHO CORDOVA|CA|95670|38.594591|-121.292287
WAL-MART PHARMACY 10-5285||3200 ATLANTIC BLVD NE||CANTON (NE)|OH|44705|40.836181|-81.328568
BLESSING CARE CORP|DBA ILLINI COMMUNITY HOSPITAL|640 W WASHINGTON ST||PITTSFIELD|IL|62363|39.606927|-90.814535
MEIJER , INC #217||3320 WEST SHORE DRIVE||HOLLAND|MI|49424|42.828294|-86.09263
WALGREEN CO.|DBA: WALGREENS # 05950|4412 RAINIER AVE S||SEATTLE|WA|98118|47.56355|-122.287848
SAFEWAY INC|SAFEWAY PHARMACY #1740|2710 1ST STREET||CHENEY|WA|99004|47.504776|-117.564912
HERSHEY MEDICAL CENTER|ATTN: PHARMACY DEPT|500 UNIVERSITY DR|MAIL CODE CH79|HERSHEY|PA|17033|40.265605|-76.67434
WALGREEN CO.|DBA: WALGREENS #16067|2100 NE 139TH ST||VANCOUVER|WA|98686|45.72238|-122.650595
CVS PHARMACY, INC.|DBA: CVS/PHARMACY  # 05877|2900 BROADWAY ST.||PEARLAND|TX|77581|29.557281|-95.267143
CORNERSTONE DRUG & GIFT INC||72 CHAMPLAIN ST||ROUSES POINT|NY|12979|44.983314|-73.371541
HY-VEE PHARMACY #1863||2181 LOGAN AVENUE||WATERLOO|IA|50703|42.529938|-92.337776
HOLIDAY CVS, L.L.C.|DBA: CVS/PHARMACY  # 06014|1696 S FISKE BLVD.||ROCKLEDGE|FL|32955|28.33122|-80.742032
HOLIDAY CVS, L.L.C.|DBA: CVS/PHARMACY  # 07980|121 W. MACCLENNY AVE.||MACCLENNY|FL|32063|30.282212|-82.124087
HOLIDAY CVS, L.L.C.|DBA: CVS/PHARMACY  # 07892|1520 LAKEWOOD RANCH BLVD.||BRADENTON|FL|34211|27.484991|-82.434092
WALGREEN CO.|DBA: WALGREENS # 09429|214 BROAD ST||ELIZABETHTON|TN|37643|36.350376|-82.221495
BLUE SPRUCE PHARMACY||9485 W COLFAX AVE||LAKEWOOD|CO|80215|39.740924|-105.102935
WALGREEN CO.|DBA: WALGREENS # 09648|9101 WOODWAY DRIVE||WOODWAY|TX|76712|31.497757|-97.220691
HIGHLAND PARK CVS, L.L.C.|DBA: CVS/PHARMACY  # 05774|1101 W. MAPLE||MUNDELEIN|IL|60060|42.275364|-88.020571
CVS PHARMACY, INC.|DBA: CVS/PHARMACY  # 01848|264 TRAPELO RD.||BELMONT|MA|02478|42.383017|-71.180937
WAL-MART PHARMACY 10-5466||1693 STRINGTOWN ROAD||GROVE CITY|OH|43123|39.878576|-83.04243
GEISINGER PHARMACY||21 GEISINGER LANE||LEWISTOWN|PA|17044|40.601578|-77.557516
MEIJER INC #229||205 S RANGE ROAD||MARYSVILLE|MI|48040|42.900564|-82.499246
MEIJER INC #231||28800 TELEGRAPH ROAD||SOUTHFIELD|MI|48034|42.499411|-83.284777
BOZEMAN HEALTH BIG SKY MEDICAL CENTER PHARMACY|334 TOWN CENTER AVE|PO BOX 161529||BIG SKY|MT|59716|45.28116|-111.322557
WALGREEN CO.|DBA: WALGREENS # 09851|2402 VILLAGE GREEN PLACE||CHAMPAIGN|IL|61822|40.083746|-88.296025
HEALTHDIRECT INSTITUTIONAL PHARMACY SERVICES, INC.|#60|515 STEWART DRIVE WEST||NORTH SYRACUSE|NY|13212|43.121113|-76.101222
BARTELL DRUGS #06968||17254 140TH S.E.||RENTON|WA|98058|47.446556|-122.153936
MARYMOUNT FAMILY PHARMACY||12000 MCCRACKEN RD STE 151||GARFIELD HEIGHTS|OH|44125|41.421237|-81.599288
WAL-MART PHARMACY 10-5471||2485 POSSUM RUN ROAD||MANSFIELD (S)|OH|44903|40.68661|-82.511122
PUBLIX SUPER MARKETS, INC.|PUBLIX PHARMACY #1035|1451 SEBASTIAN BLVD, SUITE 200||SEBASTIAN|FL|32958|27.766048|-80.510074
HIGHLAND PARK CVS, L.L.C.|DBA: CVS/PHARMACY  # 01172|2020 E GRAND AVE.||LINDENHURST|IL|60046|42.410303|-88.03337
INDIANA UNIVERSITY HEALTH, INC.|DBA: NORTH RETAIL PHARMACY|11700 N MERIDIAN ST # B106||CARMEL|IN|46032|39.958202|-86.159204
SCHLEICHER COUNTY MEDICAL CTR.|ADMINISTRATOR|102 N US HIGHWAY 277||ELDORADO|TX|76936|30.861383|-100.599313
WOODWARD DETROIT CVS, L.L.C.|DBA: CVS/PHARMACY  # 08137|9300 JOSEPH CAMPAU||HAMTRAMCK|MI|48212|42.393845|-83.055688
WALGREEN CO.|DBA: WALGREENS # 09544|10903 SE OAK ST||MILWAUKIE|OR|97222|45.444292|-122.629109
GARFIELD BEACH CVS, L.L.C.|DBA: CVS/PHARMACY  # 07191|15718 HAWTHORNE BLVD (NEC)||LAWNDALE|CA|90260||
WALGREEN CO.|DBA: WALGREENS # 09967|8174 OCEAN GATEWAY||EASTON|MD|21601|38.773621|-76.060497
HEALTHY WAY PHARMACY AT CEDAR KNOLL||1410 EAGLE DR||ASHLAND|KY|41102|38.400683|-82.709818
WAL-MART STORES EAST, LP|DBA WAL-MART PHARMACY #10-3851|2347 VETERANS MEMORIAL PKWY S||LAFAYETTE|IN|47909|40.365465|-86.858946
AURORA PHARMACY||DBA: AURORA PHARMACY|6901 W. EDGERTON AVENUE|MILWAUKEE|WI|53220|42.951374|-88.000071
HOLIDAY CVS, L.L.C.|DBA: CVS/PHARMACY  # 05912|1891 LPGA BLVD.||DAYTONA BEACH|FL|32117|29.226957|-81.085986
GENOA HEALTHCARE LLC||1501 MADISON ROAD|3RD FL|WALNUT HILLS|OH|45206|39.129392|-84.479581
RITE AID OF NEW YORK, INC.|RITE AID #4824|537-539 EAST 138TH STREET||BRONX|NY|10454|40.807234|-73.918085
CVS STATE CAPITAL, L.L.C.|DBA: CVS/PHARMACY  # 00620|1 KENNEDY MEMORIAL DR.||WATERVILLE|ME|04901|44.540336|-69.648274
FAIRVIEW PHARMACY SMILEY'S||2020 28TH STREET EAST||MINNEAPOLIS|MN|55407|44.952105|-93.243255
ST MARY'S COMMUNITY PHARMACY||5801 BREMO RD||RICHMOND|VA|23226|37.583144|-77.512986
CVS PHARMACY, INC.|DBA: CVS/PHARMACY  # 01576|6 HEAD OF THE BAY RD.||BOURNE|MA|02532|41.752571|-70.598026
WALGREEN CO.|DBA: WALGREENS # 09176|1802 W MORTON AVE||JACKSONVILLE|IL|62650|39.723202|-90.262635
MEIJER INC #57||3175 ROCHESTER RD||ROCHESTER HILLS|MI|48306|42.753878|-83.136821
SHARP CORONADO COMMUNITY||230 PROSPECT PL|NO 110|CORONADO|CA|92118|32.694765|-117.168108
NORTH CAROLINA CVS PHARMACY, L.L.C.|DBA: CVS/PHARMACY  # 03527|440 EAST DIXIE DR.||ASHEBORO|NC|27203|35.688537|-79.811148
USN- NAVAL HOSPITAL CAMP PENDLETON|NAVAL HOSPITAL|200 MERCY CIRCLE||CAMP PENDLETON|CA|92055||
NORTH CAROLINA CVS PHARMACY, L.L.C.|DBA: CVS/PHARMACY  # 03531|900 N MADISON BLVD||ROXBORO|NC|27573|36.407244|-78.976518
NORTH CAROLINA CVS PHARMACY, L.L.C.|DBA: CVS/PHARMACY  # 05558|325 PINEOLA STREET/PO BOX 552||NEWLAND|NC|28657|36.0394|-81.9357
UNIVERSITY OF MICHIGAN|HEALTH SERVICE PHARMACY|207 FLETCHER STREET||ANN ARBOR|MI|48109|42.280128|-83.736939
NORTH CAROLINA CVS PHARMACY, L.L.C.|DBA: CVS/PHARMACY  # 07320|717 NORTH HIGHWAY STREET||MADISON|NC|27025|36.395674|-79.969533
MEIJER PHARMACY #324||6200 S PENNSYLVANIA||LANSING|MI|48911|42.667596|-84.538364
NORTH CAROLINA CVS PHARMACY, L.L.C.|DBA: CVS/PHARMACY  # 03898|1718 N FORDHAM BLVD.||CHAPEL HILL|NC|27514|35.937688|-79.022763
MEDICAL PLAZA PHARMACY||111 ALCORN DR||CORINTH|MS|38834|34.931822|-88.559288
MEIJER INC #27||3825 CARPENTER ROAD||YPSILANTI|MI|48197|42.233659|-83.679941
NORTH CAROLINA CVS PHARMACY, L.L.C.|DBA: CVS/PHARMACY  # 07529|7201 KNIGHTDALE BLVD.,||KNIGHTDALE|NC|27545|35.799033|-78.486653
GARFIELD BEACH CVS, L.L.C.|DBA: CVS/PHARMACY  # 09193|1380 43RD ST.||SAN DIEGO|CA|92113|32.692275|-117.102655
THE VONS COMPANIES INC|VONS PHARMACY #2079|11986 BERNARDO PLAZA||RANCHO BERNARDO|CA|92128|33.020318|-117.074188
THE VONS COMPANIES INC|VONS PHARMACY #2071|2250 OTAY LAKES ROAD||CHULA VISTA|CA|91915|32.647329|-116.967118
THE VONS COMPANIES INC|VONS PHARMACY #2144|262 NORTH EL CAMINO REAL||ENCINITAS|CA|92024|33.052739|-117.261429
RITE AID OF MICHIGAN, INC.|RITE AID #4740|1339 EAST GRAND RIVER AVE.||PORTLAND|MI|48875|42.865044|-84.889701
LOUISIANA CVS PHARMACY, L.L.C.|DBA: CVS/PHARMACY  # 05278|20 WEST TENTH ST.||DONALDSONVILLE|LA|70346|30.101393|-90.994427
LOUISIANA CVS PHARMACY, L.L.C.|DBA: CVS/PHARMACY  # 05299|185 N. LEWIS ST..||NEW IBERIA|LA|70563|30.000718|-91.800594
LOUISIANA CVS PHARMACY, L.L.C.|DBA: CVS/PHARMACY  # 05344|2901 STERLINGTON RD||MONROE|LA|71203|32.551386|-92.077104
LOUISIANA CVS PHARMACY, L.L.C.|DBA: CVS/PHARMACY  # 05374|14360 WAX ROAD||BATON ROUGE|LA|70818|30.542706|-91.029456
LOUISIANA CVS PHARMACY, L.L.C.|DBA: CVS/PHARMACY  # 05432|16804 W. MAIN ST||CUT OFF|LA|70345|29.51066|-90.331879
THRIFTY PAYLESS, INC.|RITE AID #5712|6150 VAN BUREN BOULEVARD||RIVERSIDE|CA|92503|33.943901|-117.454176
MEIJER PHARMACY #117||7240 W. CENTRAL AVENUE||TOLEDO|OH|43617|41.673858|-83.716553
